protein,calories,diet_type,dietary_restrictions,allergy_note,goal,session_minutes,fitness_level,activity_level,current_weight,target_calories,weeks,avg_daily_steps,bmi,resting_heart_rate,weekly_workouts,diet_quality,meal_recommendation,workout_recommendation,fitness_level_class,predicted_weight,workout_exercises,meal_highlights,fitness_guidance
14.34,733.19,veg,none,,fat_loss,82,advanced,low,57.4,1441.7,14,7957.88,19.53,51.98,11,poor,Lentil Greens Salad,Athlete HIIT Blast,intermediate,56.96,Sprint Intervals|Box Jumps|Burpee Broad Jumps|Medicine Ball Slams|Skater Hops,High-fiber lentils with leafy greens and lemon dressing.,Use progressive overload and mix strength with conditioning.
42.48,398.29,veg,none,,muscle,67,beginner,moderate,117.12,2850.84,20,10225.11,33.55,71.68,7,poor,High-Protein Chickpea Stir Fry,Full Body Strength Basics,beginner,117.7,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,High-protein chickpea meal for muscle gain.,"Focus on form, 3 sessions/week, and progressive consistency."
16.19,654.19,non_veg,none,,muscle,59,intermediate,high,108.57,2945.96,17,16271.84,33.13,49.35,5,poor,Chicken Quinoa Plate,Upper Lower Strength Split,intermediate,108.18,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,Lean chicken with quinoa and mixed vegetables.,Use progressive overload and mix strength with conditioning.
13.72,417.76,non_veg,none,,maintenance,32,intermediate,high,104.01,2124.02,20,12985.69,17.21,79.19,11,average,Turkey Rice Bowl,Strength and Cardio Mix,advanced,101.28,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Lean turkey with rice and roasted vegetables.,"Periodize training, recover well, and target performance blocks."
40.64,709.31,non_veg,none,,maintenance,43,beginner,moderate,107.14,2045.05,20,14855.71,26.72,67.83,5,poor,Turkey Rice Bowl,Mobility and Core Flow,beginner,105.61,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
21.54,499.88,non_veg,lactose_intolerance|soy_allergy,,maintenance,56,advanced,moderate,62.4,2679.48,19,15169.59,28.12,69.58,9,average,Turkey Rice Bowl,Hybrid Endurance Strength,intermediate,61.71,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
23.74,406.19,non_veg,none,,muscle,59,beginner,high,77.05,2885.91,14,14514.84,23.38,81.89,11,average,Chicken Quinoa Plate,Full Body Strength Basics,advanced,76.27,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,Lean chicken with quinoa and mixed vegetables.,"Periodize training, recover well, and target performance blocks."
12.08,681.09,non_veg,none,,muscle,74,intermediate,low,97.1,1660.07,17,12468.24,25.26,77.42,10,poor,Chicken Quinoa Plate,Upper Lower Strength Split,beginner,96.48,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,Lean chicken with quinoa and mixed vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
40.63,882.54,non_veg,lactose_intolerance|nut_allergy,,muscle,46,beginner,high,79.83,2541.59,4,7662.95,31.16,59.68,10,average,Dairy-Free Protein Bowl,Full Body Strength Basics,advanced,79.14,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,Lactose-safe protein meal without milk products.,"Periodize training, recover well, and target performance blocks."
21.08,418.25,veg,none,,maintenance,28,advanced,moderate,80.2,3044.8,22,11031.74,29.59,64.85,5,average,Veggie Brown Rice Plate,Hybrid Endurance Strength,intermediate,81.53,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Brown rice with mixed vegetables and legumes.,Use progressive overload and mix strength with conditioning.
14.65,277.09,veg,none,,maintenance,50,beginner,low,71.61,1377.62,3,5593.97,30.86,63.98,2,average,Veggie Brown Rice Plate,Mobility and Core Flow,beginner,71.79,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Brown rice with mixed vegetables and legumes.,"Focus on form, 3 sessions/week, and progressive consistency."
29.85,474.1,non_veg,none,,fat_loss,49,advanced,low,94.18,2088.42,6,12579.98,18.1,75.36,6,average,Grilled Fish Salad,Athlete HIIT Blast,beginner,94.08,Sprint Intervals|Box Jumps|Burpee Broad Jumps|Medicine Ball Slams|Skater Hops,Omega-rich fish with fresh vegetables and olive oil.,"Focus on form, 3 sessions/week, and progressive consistency."
53.83,659.42,non_veg,none,,muscle,33,advanced,moderate,117.27,1579.24,8,2952.14,30.0,57.25,5,average,High-Protein Grilled Chicken,Push Pull Legs Intense,intermediate,117.34,Barbell Back Squat|Bench Press|Bent-Over Row|Overhead Press|Conventional Deadlift,High-protein grilled chicken with vegetables.,Use progressive overload and mix strength with conditioning.
31.72,524.13,non_veg,soy_allergy,,maintenance,41,beginner,high,55.92,2465.43,23,3985.37,30.91,60.56,11,average,Turkey Rice Bowl,Mobility and Core Flow,advanced,55.99,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Lean turkey with rice and roasted vegetables.,"Periodize training, recover well, and target performance blocks."
30.79,363.51,veg,egg_allergy|gluten_intolerance,,maintenance,20,intermediate,moderate,104.61,2236.92,23,6788.0,29.33,52.44,1,average,Quinoa Vegetable Plate,Express Bodyweight Burner,beginner,104.6,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Gluten-aware quinoa plate with seasonal vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
12.18,478.67,veg,nut_allergy|soy_allergy,,muscle,33,beginner,low,65.66,2221.94,22,7811.26,17.68,78.46,6,average,Tofu Power Bowl,Full Body Strength Basics,beginner,67.07,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,"Balanced tofu bowl with quinoa, greens, and seeds.","Focus on form, 3 sessions/week, and progressive consistency."
48.94,851.56,non_veg,none,,maintenance,60,intermediate,low,106.53,2851.23,6,13419.19,23.48,92.53,8,average,Turkey Rice Bowl,Strength and Cardio Mix,beginner,107.64,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
17.12,852.23,non_veg,none,,maintenance,76,advanced,high,67.17,2228.86,4,16406.98,24.7,54.52,1,good,Turkey Rice Bowl,Hybrid Endurance Strength,intermediate,65.6,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
16.62,869.29,veg,soy_allergy,,muscle,34,intermediate,low,110.1,1590.75,23,6407.58,30.46,88.34,5,good,Tofu Power Bowl,Upper Lower Strength Split,beginner,110.48,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,"Balanced tofu bowl with quinoa, greens, and seeds.","Focus on form, 3 sessions/week, and progressive consistency."
48.55,837.88,non_veg,none,,fat_loss,39,advanced,high,59.12,3160.76,20,10983.26,33.09,62.03,7,good,Grilled Fish Salad,Sprint Interval Circuit,advanced,59.4,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,Omega-rich fish with fresh vegetables and olive oil.,"Periodize training, recover well, and target performance blocks."
32.32,675.02,veg,egg_allergy,,fat_loss,68,beginner,moderate,82.58,1988.4,7,2760.45,31.32,78.59,7,poor,Chickpea Spinach Stir Fry,HIIT Starter Circuit,beginner,82.66,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,Plant-protein chickpeas with sauteed spinach.,"Focus on form, 3 sessions/week, and progressive consistency."
13.33,301.08,veg,nut_allergy|soy_allergy,,fat_loss,32,intermediate,high,74.25,1395.85,17,13785.93,17.14,85.74,8,poor,Low-Cal Veg Soup,Sprint Interval Circuit,intermediate,70.06,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,Low-calorie vegetable soup for fat-loss support.,Use progressive overload and mix strength with conditioning.
16.9,541.63,veg,gluten_intolerance,,fat_loss,25,intermediate,high,77.26,2621.61,15,14569.28,29.77,49.64,1,average,Quinoa Vegetable Plate,Express Bodyweight Burner,intermediate,75.94,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Gluten-aware quinoa plate with seasonal vegetables.,Use progressive overload and mix strength with conditioning.
26.05,262.98,non_veg,none,,muscle,33,advanced,high,87.44,2876.24,11,9703.31,27.14,65.14,10,poor,Chicken Quinoa Plate,Push Pull Legs Intense,intermediate,87.16,Barbell Back Squat|Bench Press|Bent-Over Row|Overhead Press|Conventional Deadlift,Lean chicken with quinoa and mixed vegetables.,Use progressive overload and mix strength with conditioning.
49.76,605.75,non_veg,none,,maintenance,88,intermediate,moderate,90.7,2049.83,18,3575.95,27.93,67.25,0,good,Turkey Rice Bowl,Strength and Cardio Mix,beginner,90.78,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
17.86,848.28,veg,egg_allergy,,fat_loss,68,beginner,moderate,52.49,1581.81,22,16604.43,35.96,49.45,5,good,Chickpea Spinach Stir Fry,HIIT Starter Circuit,intermediate,48.67,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,Plant-protein chickpeas with sauteed spinach.,Use progressive overload and mix strength with conditioning.
27.74,705.88,non_veg,none,,maintenance,31,intermediate,low,72.76,2369.76,19,8274.75,19.73,90.66,4,average,Turkey Rice Bowl,Strength and Cardio Mix,beginner,74.35,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
54.22,646.34,non_veg,none,,muscle,36,intermediate,low,50.96,1477.49,9,14101.03,21.78,81.59,10,good,High-Protein Grilled Chicken,Upper Lower Strength Split,intermediate,50.41,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,High-protein grilled chicken with vegetables.,Use progressive overload and mix strength with conditioning.
41.37,799.42,non_veg,none,,maintenance,90,beginner,moderate,115.69,2725.71,13,9105.98,17.43,57.8,7,good,Turkey Rice Bowl,Mobility and Core Flow,intermediate,116.08,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
37.33,722.6,veg,none,,muscle,42,advanced,low,117.89,2905.54,4,15896.54,30.74,57.62,9,good,Tofu Power Bowl,Push Pull Legs Intense,intermediate,118.23,Barbell Back Squat|Bench Press|Bent-Over Row|Overhead Press|Conventional Deadlift,"Balanced tofu bowl with quinoa, greens, and seeds.",Use progressive overload and mix strength with conditioning.
30.18,875.43,non_veg,egg_allergy,,maintenance,48,intermediate,moderate,72.91,2169.68,4,9600.82,21.98,81.72,1,poor,Turkey Rice Bowl,Strength and Cardio Mix,beginner,72.73,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
45.21,272.4,non_veg,nut_allergy,,fat_loss,59,intermediate,low,87.38,3080.25,19,13119.0,17.85,72.65,2,poor,Turkey Lettuce Wrap,Metabolic Conditioning,beginner,89.86,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,Low-calorie turkey wraps with crunchy lettuce.,"Focus on form, 3 sessions/week, and progressive consistency."
19.89,771.0,non_veg,none,,fat_loss,25,advanced,low,72.45,1861.69,10,15992.63,22.37,53.93,3,good,Grilled Fish Salad,Express Bodyweight Burner,intermediate,72.23,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Omega-rich fish with fresh vegetables and olive oil.,Use progressive overload and mix strength with conditioning.
42.92,347.17,veg,egg_allergy|shellfish_allergy,,fat_loss,24,beginner,moderate,49.57,1928.72,12,6087.18,30.36,56.14,2,poor,Low-Cal Veg Soup,Express Bodyweight Burner,beginner,49.22,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Low-calorie vegetable soup for fat-loss support.,"Focus on form, 3 sessions/week, and progressive consistency."
42.05,821.42,non_veg,none,,fat_loss,52,intermediate,low,90.32,2948.77,10,13418.32,22.47,61.38,5,average,Grilled Fish Salad,Metabolic Conditioning,beginner,91.72,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,Omega-rich fish with fresh vegetables and olive oil.,"Focus on form, 3 sessions/week, and progressive consistency."
28.73,329.25,non_veg,none,,muscle,49,beginner,low,92.33,1653.08,11,11377.01,35.71,85.74,12,poor,Chicken Quinoa Plate,Full Body Strength Basics,beginner,92.51,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,Lean chicken with quinoa and mixed vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
14.2,306.08,non_veg,none,,muscle,20,intermediate,low,93.03,1545.0,7,8236.42,26.56,48.14,10,average,Chicken Quinoa Plate,Express Bodyweight Burner,intermediate,92.16,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Lean chicken with quinoa and mixed vegetables.,Use progressive overload and mix strength with conditioning.
46.68,464.81,non_veg,none,,muscle,78,beginner,low,102.0,1452.8,22,10090.43,20.46,56.88,0,average,High-Protein Grilled Chicken,Volume Hypertrophy Session,beginner,100.26,Leg Press|Incline Dumbbell Press|Chest-Supported Row|Seated Leg Curl|Cable Lateral Raise,High-protein grilled chicken with vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
31.0,458.03,veg,none,,maintenance,52,beginner,moderate,114.04,2133.89,7,4511.18,22.48,82.5,10,good,Veggie Brown Rice Plate,Mobility and Core Flow,advanced,114.14,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Brown rice with mixed vegetables and legumes.,"Periodize training, recover well, and target performance blocks."
19.37,894.94,veg,none,,fat_loss,57,beginner,low,106.36,2839.59,10,4970.49,32.04,71.1,2,average,Lentil Greens Salad,HIIT Starter Circuit,beginner,107.8,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
24.89,526.33,non_veg,none,,fat_loss,86,beginner,moderate,63.33,2652.9,18,3988.93,23.86,52.24,0,poor,Grilled Fish Salad,HIIT Starter Circuit,beginner,65.22,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,Omega-rich fish with fresh vegetables and olive oil.,"Focus on form, 3 sessions/week, and progressive consistency."
36.91,631.08,non_veg,gluten_intolerance|shellfish_allergy,,fat_loss,49,intermediate,low,88.61,2073.07,10,8936.53,33.67,82.24,1,poor,Chicken Quinoa Plate,Metabolic Conditioning,beginner,89.58,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,Lean chicken with quinoa and mixed vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
48.21,773.9,veg,shellfish_allergy,,maintenance,77,advanced,low,115.49,2094.09,12,6741.91,31.06,66.99,1,average,Veggie Brown Rice Plate,Hybrid Endurance Strength,beginner,116.61,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Brown rice with mixed vegetables and legumes.,"Focus on form, 3 sessions/week, and progressive consistency."
54.28,710.14,non_veg,none,,maintenance,22,advanced,moderate,84.12,2791.15,23,11653.14,21.86,89.5,8,good,Turkey Rice Bowl,Express Bodyweight Burner,intermediate,84.71,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
51.76,579.53,non_veg,gluten_intolerance,,maintenance,70,beginner,low,65.88,2023.23,8,15080.32,22.82,58.99,10,poor,Chicken Quinoa Plate,Mobility and Core Flow,intermediate,65.82,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Lean chicken with quinoa and mixed vegetables.,Use progressive overload and mix strength with conditioning.
36.32,597.41,non_veg,gluten_intolerance|shellfish_allergy,,fat_loss,36,advanced,low,60.1,2409.51,6,12849.11,27.18,62.77,6,average,Chicken Quinoa Plate,Athlete HIIT Blast,beginner,60.95,Sprint Intervals|Box Jumps|Burpee Broad Jumps|Medicine Ball Slams|Skater Hops,Lean chicken with quinoa and mixed vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
31.6,755.59,non_veg,none,,fat_loss,32,intermediate,low,75.06,1572.46,12,9715.47,18.05,63.07,0,poor,Grilled Fish Salad,Metabolic Conditioning,beginner,74.62,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,Omega-rich fish with fresh vegetables and olive oil.,"Focus on form, 3 sessions/week, and progressive consistency."
39.49,431.29,non_veg,shellfish_allergy|soy_allergy,,maintenance,85,beginner,high,84.81,3141.43,20,13306.64,30.26,71.13,9,average,Lean Chicken Veg Plate,Mobility and Core Flow,intermediate,84.41,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Shellfish-free lean chicken and vegetable plate.,Use progressive overload and mix strength with conditioning.
20.95,464.5,non_veg,egg_allergy|soy_allergy,,maintenance,73,intermediate,moderate,95.77,1334.58,12,3910.43,27.9,76.58,10,average,Turkey Rice Bowl,Strength and Cardio Mix,intermediate,94.55,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
45.23,744.8,non_veg,none,,muscle,30,beginner,moderate,57.92,3043.69,20,9780.64,32.29,77.76,1,average,High-Protein Grilled Chicken,Full Body Strength Basics,beginner,59.8,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,High-protein grilled chicken with vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
